data,label
이러다 미쳐 내 여리고 착하던 그런 내 너 때문 돌아 내 독한 나로 변해 내 널 닮은 인형 주문 또 걸어 난 그 사람과 찢어져 달라 Every night I ll be with you Do you love him Do you love him 매일 너 꿈 속 Do you love me Do you love me Bring bring 너 내게 가져다 줘 뭐라도 하겠어 더한 것 하겠어 빙빙 도 나 fantasy 걸 걸겠어 널 내 내 갖겠어 Da da da da da da da la 널 내 내 갖겠어 Da da da da da da da la 걸 걸겠어 널 내 내 갖겠어 참아 더 내 정신 놓쳐 내 도대체 왜 란 애가 내 마음 박혀 니 찢겨진 사진 주문 또 걸어 난 사람과 떨어져 달라 고 Every night I ll be with you Do you love him Do you love him 매일 너 꿈 속 Do you love me Do you love me Bring bring 너 내게 가져다 줘 뭐라도 하겠어 더한 것 하겠어 빙빙 도 나 fantasy 걸 걸겠어 널 내 내 갖겠어 MID 랄랄랄 랄 랄랄랄 랄 랄 랄 아브라카다브라 이뤄져라 이뤄져라 이러다 미쳐 내 여리고 착하던 그런 내 너 때문 돌아 내 독한 나로 변해 내 cool 척 하는 내 놀라워라 이런 내 아닌 척 널 만나러 가 또 또 또,댄스
오 오 오오오 오 오 오 오오오 오 해 내일 비춰주지 않아 지금 이 순간 너 눈망울 마치 미랠 수 놓은 것 같아 파도 같아 부서져도 바람 멎으면 고요한 바닷가 평화로워 손잡아 주면 마치 한 폭 화가 되어리 랏 넌 아려 저 하늘 훨훨 날아가듯 화려한 네 눈빛 사랑 할 수 없었다는 그 말 전 할게 라라라 사랑 담은 채 안은 품 그 말 전 할게 라라라 온 세상 밝혀주길 밤 온대 너 눈 오 오 오오오 오 너 눈 오 오 오오오 오 소나무 같아 흔들려도 그 소리 아름다운 사랑방 평화로워 눈 마주치면 마치 한 폭 화가 되어리 랏 넌 아려 저 우주 훨훨 유영 듯 아름다운 네 눈빛 사랑 할 수 없었다는 그 말 전 할게 라라라 오 오 오오오 오 사랑 담은 채 안은 품 그 말 전 할게 라라라 오 오 오오오 오 온 세상 밝혀주길 밤 온대 너 눈,댄스
뭐 딱히 관심 없어 그 남자 앤 별루 딴 얘기 하면 안 돼 이런 얘기 말구 that s not fun 우리 party 서로 닮은 우리 공유 하던 비밀 넌 내 맘 잘 알 들려오는 ring ring 도 좋은데 변하는 게 싫지 can t you see that it s our time no BYOB bring your own best friend BYOB 두고 와 boyfriend stop 출입 금지 now it s only for us BYOB bring your own best friend 걘 자꾸 SNS like 눌러 설마 애 그런 게 관심 설마 that s not fun 둘 잘 어울린대 틈나면 다시 또 얘기 중 that boy s too cool too cute 난 또 공감 못 하겠구 사실 설마 했어 secret invitation 단 한 가지 규칙 can t you see that it s our time no BYOB bring your own best friend BYOB 두고 와 boyfriend stop 출입 금지 now it s only for us BYOB bring your own best friend da da da da ra da da da da da da da da ra da da da da stop 출입 금지 now it s only for us BYOB bring your own best friend da da da da ra da da da da da da da da ra da da da da stop 이 rule now it s only for us BYOB bring your own best friend,댄스
Oh Mayday Mayday Someone rescue me 숨 막혀 나 Oh Mayday Mayday Come and taste me Need your breath me now 위용 위용 You ready or not 위용 위용 Turn on radio now I can t hold back anymore You tell me now oh 뭘 더 원하는지 Plz tell me now oh 내게 말 해줄래 yeh 시선 따윈 never mind 깊어질 순간 이러지는 말아줘 왜 이래 내 원하는 것 알면서 입 맞춰 너 나 You can driving me all night yeh 믿어 All that I do Oh Mayday Mayday Someone rescue me 숨 막혀 나 Oh Mayday Mayday Come and taste me Need your breath me now 위용 위용 You ready or not 위용 위용 Turn on radio now I can t hold back anymore Be your self Show me all the way I know you can do more yeah Baby I don t wanna be alone Make me dumb 옆 누우 Take it off 머뭇거리는 attitude Take me now 데려가 줘 네 fantasy yeh I ve been searching for an island 너 섬 찾아 Like a Columbus 말 해줘 네 듣고 싶은 말 Oh baby I won t let you down Oh Mayday Mayday You never know that I crush on you Oh Mayday Mayday 말 해도 넌 못 들은 척 하지 입 맞춰 너 나 You can driving me all night 믿어 All that I do Oh Mayday Mayday Someone rescue me 숨 막혀 나 Oh Mayday Mayday Come and taste me Need your breath me now 위용 위용 You ready or not 위용 위용 Turn on radio now I can t hold back anymore Is it love Is it love Is it love Is it love,댄스
bibigo bibiGoGoGo bibi What bibi Hmm bibi Ooh bibi Yeah bibigo Go Go Go 잘 먹겠습니다 Bibigo Go Go Go bibigo Go Go Go Go Go Bibigo Go Go Go bibigo Go Go Go Go Go Bibigo Go Go Go bibigo Go Go Go Go Go Bibigo Go Go Go bibigo Go Go Go Go Go,댄스
따분했던 오후 또 반복 되는 Night 보고싶어 Just never mind bout today 벗어나고 싶어 너 지금 뭐 해 umm Do what you wanna do huh 그냥 밖 나와 멀리 떠나 You are my journey 걱정 없어 All the time you give me 창문 너머 Color party oh na na 그림 같은 순간 담아 시원한 바람 Eh eh eh eh 아무 몰래 가로등 불빛 안 반짝인 선 따라가 Just you and me e e e 도로 위 가득 채운 You and me love 오늘 난 Driving to you Favorite 멈추지 않는 Playlist 익숙하던 곳 새로워지는 사이 넌지시 질문 던져 Naughty Smoke and touch 뒤 섞인 놀이 Dum dum ta da la la 더 원해 더 달려 볼 Driving Let s go beach after night I m driving to you 멀리 떠나 You are my journey 걱정 없어 All the time you give me 창문 너머 Color party oh na na 그림 같은 순간 담아 시원한 바람 Eh eh eh eh 아무 몰래 가로등 불빛 안 반짝인 선 따라가 Just you and me e e e 도로 위 가득 채운 You and me love 오늘 난 Driving to you Driving to you Eh eh eh eh 아무 몰래 가로등 불빛 안 반짝인 선 따라가 Just you and me e e e 도로 위 가득 채운 You and me love 오늘 난 Driving to you,댄스
호곰 준비 호 댄스 시작 호 댄스 호 댄스 호 호 놀고 싶을 때 못 논다면 일단 댄스 댄스 댄스 호 댄스 호 할거 많아 힘들다면 우리 댄스 댄스 댄스 호 댄스 호 바쁜 아저씨 잠깐 쉬어 스톱 댄스 댄스 댄스 호 댄스 호 어깨 처진 누나 형아 그냥 댄스 댄스 댄스 호 댄스 호 하루 종일 찡그린 얼굴 찡그리면 뭐 좋냐 호 하루 종일 화난 얼굴 화 내면 뭐 좋냐 호 그냥 춤춰 봐 웃음 날 껄 그냥 웃어 봐 재미있을 껄 그냥 웃고 재미있게 달려 호곰 댄스 그냥 호 댄스 지금 기다리던 지금 모두 댄스 댄스 호 댄스 반 주 다리 짧아 팔 짧아 허리 길면 진짜 진짜 호곰 진짜 진짜 호곰 다리 길어 팔 길어 허리 길면 아냐 아냐 호곰 호곰 아냐 하루 종일 찡그린 얼굴 찡그리면 뭐 좋냐 호 하루 종일 화난 얼굴 화 내면 뭐 좋냐 호 그냥 춤춰 봐 웃음 날 껄 그냥 웃어 봐 재미있을 껄 그냥 웃고 재미있게 달려 호곰 댄스 그냥 호 댄스 지금 기다리던 지금 모두 댄스 댄스 호 댄스 그냥 호곰 그냥 호 댄스 그냥 호곰 그냥 호 댄스 그냥 호곰 그냥 호 댄스 그냥 호곰 그냥 호 댄스,댄스
Our Summer 네 전 하고픈 이야기 지금 이 순간 나 게로 달려가 I see your crystal eyes and everytime 눈부셨던 너 뜨거운 여름밤 하늘 수 놓은 둘 꿈 기억 해 뜨거운 태양 아래 반짝 너 나 둘 지나간 여름날 다시 네 돌아올 테 은 남은 우리 꿈 지금 나 게로 달려가 I see your crystal eyes and everyday 눈부셨던 너 흠뻑 여름 비 내려도 또 빛 나 기억 해 뜨거운 태양 아래 반짝 너 나 둘 지나간 여름날 다시 네 돌아올 테 여전히 우리 밤 길고 함께한 기억 영원해 기다려 왔던 그날 Sky high 우리 여름 또 오 Everything you mind Everytime you doubt 서투른 그 순간 찬란하게 비출게 baby 기억 해 뜨거운 태양 아래 반짝 너 나 둘 지나간 여름날 다시 네 돌아올 테 여전히 우리 밤 길고 함께한 기억 영원해 기다려 왔던 그날 Sky high 우리 여름 또 오,댄스
저기 좀 봐 저기 저 하늘 커다란 카메라 우릴 찍고 있다고 이건 꿈이거나 영화 속 어떤 장면 일부 내 출연자 누군가 보고 있죠 혹시 내 앞날 어찌 될지까지도 미리 계산 된 걸까 그러지 않고 서야 설명 할 수가 없어 정말 고요 지금 당장 답 알려줘요 어떻게 해야 내 쓸모없게 죽지 않고서 행복한 엔딩 맺죠 타라 결말 따윈 없는 시나리오 끝 내 땅 묻힐 때 니 어떤 역 맡길 원하시나요 주인공 포기 하는 게 열려있는 시나리오 호러 로맨스 판타지 카레이싱 어떤 역 맡길 원하시나이까 조연 조연 나 해주는 게 나 해주는 게 나 해주는 게 어떤 역 맡길 원하 시나이아 조연 조연 나 해줘요 봐 저기 쟤 이상해 혼자 강렬한 대사 튀는 행동 해 지금 이 문학 중요한 역할 흑막 따 해 보던가 난 평범하게 절대로 초능력 이길 수가 없다고 잊혀지겠지 저 녀석 대신 총 맞고 쓰러져 가던가 정말 고요 지금 당장 답 알려줘요 어떻게 해야 내 쓸모없게 죽지 않고서 행복한 엔딩 맺죠 타라 절망 고요 내 뭘 할 수 있는 답 없다면요 과 감히 생각 해야 쓸모없게 사라지기 전 끔찍한 엔딩 내 끔찍한 엔딩 내 끔찍한 엔딩 내 끔찍한 엔딩 내 끔찍한 엔딩 내 마지막 욕망 위해 끔찍한 엔딩 내 마지막 결말 향 해 전부 내 지웠다 결말 따윈 없는 시나리오 끝 내 땅 묻힐 때 니 어떤 역 맡길 원하시나요 주인공 포기 하는 게 열려있는 시나리오 호러 로맨스 판타지 카레이싱 어떤 역 맡길 원하시나이까 조연 조연 나 해주는 게 나 해주는 게 나 해주는 게 어떤 역 맡길 원하 시나이아 조연 조연 나 해줘요 나 해줘요 나 해줘요 나 해줘요 어떤 역 맡길 원하시나이까 조연 조연 나 나 나 나,댄스
It s time I get what I deserve Act like he don t know what I m worth We spend a lot of time talkin But it feels like I m never heard Listen to what comes out my mouth Before you try to take me out You oughta know what I m about Treat me like a lady this ain t up for debating Boy stop playin fore it goes a different a route Imagine a world Where we could play different roles Where girls be takin control Wrapped round our fingers They couldn t tell us no no no Welcome to the puppet show Where we play em like their plastic dolls They ll do anything anything anything When you got em hanging by a string by a string Gonna play em like their toys We ll make em do what we enjoy They ll do anything When you got em by a string Don t like the look of this picture Boy you think that I m in love witcha Haha cry me a river Thought you were slick to lead But you re an extra Imma do it my way Ain t apologetic I might cut you off like bye felicia with it I m the controller play em like atari It ain t game over till I say so got it Automatic when I want for it to please me Might just make you do the things I want you to Playing puppet master everything s so easy I ll make all of my own dreams come true Imagine a world Where we could play different roles Where we be takin control Wrapped round our fingers They couldn t tell us no no no Welcome to the puppet show Where we play em like their plastic dolls They ll do anything anything anything When you got em hanging by a string by a string Gonna play em like their toys We ll make em do what we enjoy They ll do anything BR When you got em by a string Follow my lead Just leave the whole thing up to me My expertise Yeah yeah Welcome to the puppet show Where we play em like their plastic dolls They ll do anything anything When you got em hanging by a string by a string Welcome to the puppet show Where we play em like their plastic dolls They ll do anything anything anything When you got em hanging by a string by a string Gonna play em like their toys We ll make em do what we enjoy They ll do anything BR When you got em by a string,댄스
I need you to hold on 집 가지 마 Don t worry just stay now 오늘 나 있자 이 순간 너 있으면 모든 게 충분해 오늘이 갈 때 나와 춤 출래 I m alive 이 순간 난 살아있는 걸 느껴 Shall we dance 꽃 피듯 오늘 하루 넌 날 춤추게 해 늘 마지막 차가워진 마음 불 지펴 불타 올라 Baila Baila Conmigo 숨은 점점 가빠지고 Don t stop 마지막 춤 Every day every night Baila Baila Conmigo 너 발 맞추고 이 밤 도록 Baila Conmigo Oh baby el tiempo se termina Tenemos ya que decir adios 이제 마지막 순간 곧 오네 끝 알기에 지금 소중해 붉게 피어 태양 넘어 우린 타올라 I m alive 이 순간 난 살아있는 걸 느껴 Shall we dance 꽃 피듯 오늘 하루 넌 날 춤추게 해 늘 마지막 차가워진 마음 불 지펴 불타 올라 Baila Baila Conmigo 숨은 점점 가빠지고 Don t stop 마지막 춤 Every day every night Baila Baila Conmigo 너 발 맞추고 이 밤 도록 Baila Conmigo 달콤한 몸짓 무너진 이성 Te quiero te quiero 이 밤 도록 멈출 수 없어 너 색 물들어 이 춤 끝날 때 Baila Baila Conmigo 너 발 맞추고 이 밤 도록 Baila Conmigo,댄스
개꿀 개꿀 개꿀 개꿀 연예인 개 꿀이죠 그런건 아니지만 내 경우 개 꿀이죠 개꿀 개꿀 개꿀 개꿀 연예인 개꿀 개꿀 개꿀 나 연예인 개꿀 개꿀 개꿀 개꿀 연예인 개꿀 개꿀 개꿀 나 연예인 개개 개개 꿀꿀 꿀꿀 꿀꿀 개꿀 꿀 꿀 개꿀 유세윤 개개 개개 꿀꿀 꿀꿀 꿀꿀 개꿀 꿀 꿀 개꿀 이용운 개꿀 개꿀 개꿀 개꿀 뮤지션 개 꿀이죠 개꿀 개꿀 개꿀 개꿀 개그맨 개 꿀이죠 개꿀 개꿀 개꿀 개꿀 연예인 개꿀 개꿀 개꿀 나 연예인 개꿀 개꿀 개꿀 개꿀 연예인 개꿀 개꿀 개꿀 나 연예인,댄스
핑크색 구름 위로 날아가 소리 춤추는 나 행복한 기분 나를 감싸 오늘 하루 시작 해 별빛 내린 밤하늘 우리 노래 해 손 잡고 걷는 거리 눈부신 세상 펼쳐져 카와이 미소 모든 게 행복해 보여 작은 것 하나 우리 둘 특별한 순간 만들어가는거야 꿈꾸던 순간 젠 현실 되어 함께면 두려운 게 없어 우리 모험 시작 해 별빛 내린 밤하늘 우리 노래 해 손 잡고 걷는 거리 눈부신 세상 펼쳐져 카와이 미소 모든 게 행복해 보여 작은 것 하나 우리 둘 특별한 순간 떠나 보자 멀리 모험 문 열어 함께라면 어디 갈 수 있어 우리 꿈 따라서 다시 만날 그날 를 위해 나 자리 변함 너 기다릴테니 한번 더 다시 또 한번 그대 위해 나 달려갈테니 영원히,댄스
결심 했어 올핸 내 운동 해서 날렵한 턱 선 만들 나를 돼지 놀려 대던 너 모습 잘 생겨진 나를 만들 밥 대신 닭 가슴 살 먹고 술 대신 운동 하면 전 알던 내 모습 이제 두 번 다시 없는 운동 하러 왔는데 왜 운동 돼 왜 날 미치게 해 레깅스 걸 운동 하러 왔는데 왜 운동 돼 왜 날 미치게 해 레깅스 걸 쌀 밥 대신 곤약 밥 먹고 치킨 맥주 멀리 하면 꿈 그린 여자친구 이제 생길 일만 남은거야 운동 하러 왔는데 왜 운동 돼 왜 날 미치게 해 레깅스 걸 운동 하러 왔는데 왜 운동 돼 왜 날 미치게 해 레깅스 걸 가슴 엉덩이 예쁜 그녀 레깅스 걸 남자 시선 사로잡은 그녀 레깅스 걸 운동 하러 왔는데 왜 운동 돼 나이스 바디 나이스 바디 레깅스 걸 나이스 바디 나이스 바디 레깅스 걸 운동 하러 왔는데 왜 운동 돼 왜 날 미치게 해 레깅스 걸 운동 하러 왔는데 왜 운동 돼 왜 날 미치게 해 레깅스 걸 운동 하러 왔는데 왜 운동 돼 왜 날 미치게 해 레깅스 걸 운동 하러 왔는데 왜 운동 돼 왜 날 미치게 해 레깅스 걸,댄스
